Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
G45ZZEPY;bookSection;1994;Ekman, Paul;Moods Emotions And Traits;The Nature of Emotion;;;;;;1994;03/01/2019 17:53;03/01/2019 17:53;;56-58;;;;;;;;;;;P. Ekman & R. Davidson (Eds.);New York;English;;;;;;;;;/Users/xander/Zotero/storage/CJNJCS42/Moods-Emotions-And-Traits.pdf;;;;;;;;;;;;;;;;;;;;;;;Oxford University Press;;;;;;;;;;;;;;;;;;;;;;;;;;
LP8Y594R;journalArticle;1995;Forgas, Joseph;Mood and judgment: The Affect Infusion Model (AIM);Psychological Bulletin;;;10.1037/0033-2909.117.1.39;;;1995;03/01/2019 17:53;03/01/2019 17:53;;39-66;;1;117;;;Mood and judgment;;;;;;;;Copyright 1995 by the American Psychological Association, Inc.;;;;ResearchGate;;;;"/Users/xander/Zotero/storage/AJNSB5RA/ps53121.pdf; ";https://www.researchgate.net/profile/Joseph_Forgas2/publication/15328091_Mood_and_judgment_The_Affect_Infusion_Model_AIM/links/00b7d5159f3a346118000000.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U8VLD6EW;journalArticle;2017;"Schindler, Ines; Hosoya, Georg; Menninghaus, Winfried; Beermann, Ursula; Wagner, Valentin; Eid, Michael; Scherer, Klaus R.";Measuring aesthetic emotions: A review of the literature and a new assessment tool;PLOS ONE;;1932-6203;10.1371/journal.pone.0178899;http://dx.plos.org/10.1371/journal.pone.0178899;;2017;03/01/2019 17:53;03/01/2019 17:53;23/11/2017 13:51;e0178899;;6;12;;;Measuring aesthetic emotions;;;;;;;en;;;;;CrossRef;;;;/Users/xander/Zotero/storage/ZMFZ62XM/Schindler_et_al_2017_aesthetic_emotions.pdf;;;;Kret, Mariska E.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S8PSG6V8;bookSection;2001;"Scherer, Klaus R.; Zentner, Marcel R.";Emotional effects of music: Production rules;Music and emotion: Theory and research;;;;;;2001;03/01/2019 17:53;03/01/2019 17:53;;361–392;;;;;;Emotional effects of music;;;;;Oxford University Press;New York;;;;;;Google Scholar;;;;/Users/xander/Zotero/storage/5ZYKVM4M/SchererZentner.pdf;;;;;;;;;;;;;;;;;;;;;;;Juslin, P.N. & Sloboda, J.A. (ed.);;;;;;;;;;;;;;;;;;;;;;;;;;
ZFNB6BCH;journalArticle;2013;"Moors, Agnes; Ellsworth, Phoebe C.; Scherer, Klaus R.; Frijda, Nico H.";Appraisal Theories of Emotion: State of the Art and Future Development;Emotion Review;;1754-0739, 1754-0747;10.1177/1754073912468165;http://journals.sagepub.com/doi/10.1177/1754073912468165;;2013;03/01/2019 17:53;03/01/2019 17:53;23/11/2017 13:56;119-124;;2;5;;;Appraisal Theories of Emotion;;;;;;;en;;;;;CrossRef;;;;/Users/xander/Zotero/storage/TLJQACDX/MoorsEllsworthSchererFrijda2013.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RQ6EXH6Z;journalArticle;1987;"Oatley, Keith; Johnson-laird, P. N.";Towards a Cognitive Theory of Emotions;Cognition and Emotion;;0269-9931;10.1080/02699938708408362;https://doi.org/10.1080/02699938708408362;;31837;03/01/2019 17:53;03/01/2019 17:53;24/11/2017 13:46;29-50;;1;1;;;;;;;;;;;;;;;Taylor and Francis+NEJM;;;;/Users/xander/Zotero/storage/TB8EUVGJ/02699938708408362.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE9P57YK;journalArticle;2009;Reisenzein, Rainer;Emotions as metarepresentational states of mind: Naturalizing the belief–desire theory of emotion;Cognitive Systems Research;;13890417;10.1016/j.cogsys.2008.03.001;http://linkinghub.elsevier.com/retrieve/pii/S1389041708000272;;2009;03/01/2019 17:53;03/01/2019 17:53;07/12/2017 14:50;juin-20;;1;10;;;Emotions as metarepresentational states of mind;;;;;;;en;;;;;CrossRef;;;;/Users/xander/Zotero/storage/W2358AWX/d82ed7d1365286e2179ef248a1782f8846e4.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58ZC7GXQ;conferencePaper;2007;"Jiang, Hong; Vidal, José M.; Huhns, Michael N.";EBDI: an architecture for emotional agents;Proceedings of the 6th international joint conference on Autonomous agents and multiagent systems;978-81-904262-7-5;;10.1145/1329125.1329139;https://pdfs.semanticscholar.org/4d22/ff2ffb931e2b840cf6bb002c7c4d24ef456c.pdf;;39216;03/01/2019 17:53;03/01/2019 17:53;07/12/2017 14:49;;;;;;;;;;;;ACM New York, NY, USA;Honolulu, Hawaii;English;;;;;;;;;/Users/xander/Zotero/storage/VRKE92PZ/ff2ffb931e2b840cf6bb002c7c4d24ef456c.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AAMAS '07;;;;;;;;;;;;;;;
LF4QMIIY;journalArticle;1988;"Bratman, Michael E.; Israel, David J.; Pollack, Martha E.";Plans and resource-bounded practical reasoning;Computational intelligence;;;;;;1988;03/01/2019 17:53;03/01/2019 17:53;;349–355;;3;4;;;;;;;;;;;;;;;Google Scholar;;;;/Users/xander/Zotero/storage/2IKG9IGQ/bratman-israel-pollack-1988-clearer.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2RPHEFAU;journalArticle;2007;"Fontaine, Johnny RJ; Scherer, Klaus R.; Roesch, Etienne B.; Ellsworth, Phoebe C.";The world of emotions is not two-dimensional;Psychological science;;;;;;2007;03/01/2019 17:53;03/01/2019 17:53;;1050–1057;;12;18;;;;;;;;;;;;;;;Google Scholar;;;;/Users/xander/Zotero/storage/YZ7HMWGR/3The_World_of_Emotions_Is_Not.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2MXMI775;journalArticle;2008;"Lombardo, Patrizia; Mulligan, Kevin";The Geneva school of emotions: an interview with Klaus Scherer–Geneva, 3 July 2008;Critical Quarterly;;;;;;2008;03/01/2019 17:53;03/01/2019 17:53;;26–39;;4;50;;;The Geneva school of emotions;;;;;;;;;;;;Google Scholar;;;;/Users/xander/Zotero/storage/Q8C82WSZ/The_Geneva_school_of_emotions_an_intervi.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8TI3MI7Z;bookSection;;Scherer, Klaus R.;Appraisal considered as a process of multi-level sequential checking;Appraisal processes in emotion: Theory, Methods, Research;;;;;;;03/01/2019 17:53;03/01/2019 17:53;;92-120;;;;;;;;;;;Oxford University Press;New York and Oxford;;;;;;;;;;/Users/xander/Zotero/storage/T5C2PET7/Scherer-01-Appraisal_ocr.pdf;;;;;;;;;;;;;;;;;;;;;;;K.R. Scherer, A. Schorr, & T. Johnstone (Eds);;;;;;;;;;;;;;;;;;;;;;;;;;
KZS7WJI2;journalArticle;1992;Ekman, Paul;An Argument For Basic Emotions;Cognition and Emotion;;;;http://www.paulekman.com/wp-content/uploads/2013/07/An-Argument-For-Basic-Emotions.pdf;;1992;03/01/2019 17:53;03/01/2019 17:53;01/02/2018 14:03;169-200;;03-avr.;6;;;;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/U6U7I5UY/An-Argument-For-Basic-Emotions.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V8TMJBGU;journalArticle;2013;"Kuppens, Peter; Tuerlinckx, Francis; Russell, James A.; Barrett, Lisa Feldman";The relation between valence and arousal in subjective experience.;Psychological Bulletin;;1939-1455, 0033-2909;10.1037/a0030811;http://doi.apa.org/getdoi.cfm?doi=10.1037/a0030811;;2013;03/01/2019 17:53;03/01/2019 17:53;02/02/2018 14:06;917-940;;4;139;;;;;;;;;;en;;;;;CrossRef;;;;/Users/xander/Zotero/storage/MQI439F7/Kuppens2013TRBVA.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JIQQGDLP;journalArticle;1980;Russell, James A.;A Circumplex Model Of Affect;Journal of Personality and Social Psychology;;;;;;1980;03/01/2019 17:53;03/01/2019 17:53;02/02/2018 14:29;1161-1178;;6;39;;;;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/YEBJ2956/Russell1980.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5UGEPNB;journalArticle;1989;"Russell, James A.; Weiss, Anna; Mendelsohn, Gerald A.";Affect Grid: A single-item scale of pleasure and arousal.;Journal of Personality and Social Psychology;;1939-1315, 0022-3514;10.1037/0022-3514.57.3.493;http://doi.apa.org/getdoi.cfm?doi=10.1037/0022-3514.57.3.493;;1989;03/01/2019 17:53;03/01/2019 17:53;12/02/2018 13:34;493-502;;3;57;;;Affect Grid;;;;;;;en;;;;;CrossRef;;;;/Users/xander/Zotero/storage/TJEGSY9Y/55bfe22f08aed621de13a34a.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QEIDD2W3;journalArticle;2011;Damasio, Antonio;Neural basis of emotions;Scholarpedia;;1941-6016;10.4249/scholarpedia.1804;/article/Neural_basis_of_emotions, http://www.scholarpedia.org/article/Neural_basis_of_emotions;;2011;03/01/2019 17:53;03/01/2019 17:53;22/02/2018 13:31;1804;;3;6;;;;;;;;;;en;;;;;scholarpedia.org;;;;/Users/xander/Zotero/storage/CFWXCRRL/Emotion.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F4C7LAX2;journalArticle;;;Bertrand Russell (Stanford Encyclopedia of Philosophy);Bertrand Russell;;;;;;;03/01/2019 17:54;03/01/2019 17:54;;31;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/EJS6UANF/Bertrand Russell (Stanford Encyclopedia of Philoso.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NCK9UXB9;journalArticle;;Darras, Bernard;L’IMAGE, UNE VUE DE L’ESPRIT;;;;;;;;03/01/2019 17:54;05/02/2019 22:50;;23;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/WEBEUR6K/Darras - L’IMAGE, UNE VUE DE L’ESPRIT.pdf; /Users/xander/Zotero/storage/ANHF8RZ2/Darras - L’IMAGE, UNE VUE DE L’ESPRIT.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5C8LYCSN;journalArticle;;"Gulliver, S R; Ghinea, G";Defining the Users Perception of Distributed Multimedia Quality;;;;;;"In our study, we explore the human side of the multimedia experience. The authors propose a model that assesses quality variation from three distinct levels: the network-, the media- and the content-levels; and from two views: the technical- and the user-perspective. By facilitating parameter variation at each of the quality levels and from each of the perspectives, we were able to examine their impact on user quality perception. Results show that: a significant reduction in frame rate does not proportionally reduce the user's understanding of the presentation, independent of technical parameters; the type of video clip significantly impacts user information assimilation, user level of enjoyment and user perception of quality; the display type impacts user information assimilation and user perception of quality. Finally, to ensure transfer of informational content, network parameter variation should be adapted; to maintain user enjoyment, video content variation should be adapted.";;03/01/2019 17:54;05/02/2019 22:50;;26;;;;;;;;;;;;;en;;;;;Zotero;;;;"/Users/xander/Zotero/storage/4W4YPDUP/Gulliver and Ghinea - Defining the Users Perception of Distributed Multi.pdf; /Users/xander/Zotero/storage/V92GTDCF/Gulliver and Ghinea - Defining the Users Perception of Distributed Multi.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LGKK7TCA;journalArticle;2001;"Eastwood, John D.; Smilek, Daniel; Merikle, Philip M.";Differential attentional guidance by unattended faces expressing positive and negative emotion;Perception & Psychophysics;;0031-5117, 1532-5962;10.3758/BF03194519;http://www.springerlink.com/index/10.3758/BF03194519;;2001;03/01/2019 17:54;05/02/2019 22:50;03/01/2019 17:54;1004-1013;;6;63;;;;;;;;;;en;;;;;Crossref;;;;"/Users/xander/Zotero/storage/UTX8YRYC/Eastwood et al. - 2001 - Differential attentional guidance by unattended fa.pdf; /Users/xander/Zotero/storage/9G7IMM3M/Eastwood et al. - 2001 - Differential attentional guidance by unattended fa.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7JMELPAF;journalArticle;2014;;Connaissance & Impact - Stratégie 2014-2017;;;;;;;2014;03/01/2019 17:54;05/02/2019 22:49;;12;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/GKMC84IV/2014 - Connaissance & Impact - Stratégie 2014-2017.pdf; /Users/xander/Zotero/storage/8UHKJTY9/2014 - Connaissance & Impact - Stratégie 2014-2017.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4I7KUKJ;journalArticle;2010;Labour, Michel;L’apport de la méthode triadique à l’analyse des pratiques informationnelles;Études de communication;;1270-6841, 2101-0366;10.4000/edc.2323;http://journals.openedition.org/edc/2323;;2010;03/01/2019 17:54;05/02/2019 22:50;03/01/2019 17:54;77-90;;35;;;;;;;;;;;fr;;;;;Crossref;;;;"/Users/xander/Zotero/storage/4T9MD8DA/Labour - 2010 - L’apport de la méthode triadique à l’analyse des p.pdf; /Users/xander/Zotero/storage/USNVE3FC/Labour - 2010 - L’apport de la méthode triadique à l’analyse des p.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUYPE933;journalArticle;;"Bouchardon, Serge; Cailleau, Isabelle; Crozat, Stéphane; Hulin, Thibaud";Explorer les possibles de l’écriture multimédia;;;;;;In this article, we shall pose the question of multimedia writing and of its specificities. Does multimedia open a new realm of possibilities for writing? Our approach is based on a theory of the Digital which offers a three level model of multimedia writing. We shall use this conceptual approach to analyse the professional editorial practices at the National Audiovisual Institute.;;03/01/2019 17:54;05/02/2019 22:49;;15;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/YKGVM9TI/Bouchardon et al. - Explorer les possibles de l’écriture multimédia.pdf; /Users/xander/Zotero/storage/PB7TERFS/Bouchardon et al. - Explorer les possibles de l’écriture multimédia.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7FSZ7FCY;journalArticle;2012;Vermersch, Pierre;I. LES REFERENCES BIBLIOGRAPHIQUES;;;;;;;2012;03/01/2019 17:54;05/02/2019 22:49;;9;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/H424C59M/Vermersch - 2012 - I. LES REFERENCES BIBLIOGRAPHIQUES.pdf; /Users/xander/Zotero/storage/LHXZVDGN/Vermersch - 2012 - I. LES REFERENCES BIBLIOGRAPHIQUES.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VEM69GBB;journalArticle;;Guyader, Nathalie;Catégorisation basée sur des modèles de perception.;;;;;;;;03/01/2019 17:54;05/02/2019 22:50;;236;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/54XQJVRU/Guyader - Catégorisation basée sur des modèles de perception.pdf; /Users/xander/Zotero/storage/ICNH75H2/Guyader - Catégorisation basée sur des modèles de perception.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YMB3TXRM;journalArticle;2012;Leleu-Merviel, Sylvie;METHODOLOGIE POUR LA CONCEPTION DE DOCUMENTS EN MEDIA MULTIPLES SUIVANT UNE APPROCHE QUALITE;;;;;;;2012;03/01/2019 17:54;05/02/2019 22:50;;408;;;;;;;;;;;;;en;;;;;Zotero;;;;"/Users/xander/Zotero/storage/LZGQWZQX/Leleu-Merviel - 2012 - METHODOLOGIE POUR LA CONCEPTION DE DOCUMENTS EN ME.pdf; /Users/xander/Zotero/storage/SDECVDFD/Leleu-Merviel - 2012 - METHODOLOGIE POUR LA CONCEPTION DE DOCUMENTS EN ME.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QL3I9GZA;journalArticle;;Lauterbach, Eric M;Neutral Questioning: A New Approach to the Reference Interview;;;;;;;;03/01/2019 17:54;05/02/2019 22:50;;11;;;;;;;;;;;;;en;;;;;Zotero;;;;"/Users/xander/Zotero/storage/TK8Z42B7/Lauterbach - Neutral Questioning A New Approach to the Referen.pdf; /Users/xander/Zotero/storage/8Z9QD2ZG/Lauterbach - Neutral Questioning A New Approach to the Referen.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZBR92XJD;journalArticle;2007;"Petitjean, André; Rabatel, Alain";Le style en questions;Pratiques;;0338-2389;10.3406/prati.2007.2152;https://www.persee.fr/doc/prati_0338-2389_2007_num_135_1_2152;;2007;03/01/2019 17:54;05/02/2019 22:51;03/01/2019 17:54;mars-14;;1;135;;;;;;;;;;fr;;;;;Crossref;;;;"/Users/xander/Zotero/storage/ZW2IXEC9/Petitjean and Rabatel - 2007 - Le style en questions.pdf; /Users/xander/Zotero/storage/SRWBV4TB/Petitjean and Rabatel - 2007 - Le style en questions.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FUPF588W;journalArticle;2003;"Kingstone, Alan; Smilek, Daniel; Ristic, Jelena; Kelland Friesen, Chris; Eastwood, John D.";Attention, Researchers! It Is Time to Take a Look at the Real World;Current Directions in Psychological Science;;0963-7214, 1467-8721;10.1111/1467-8721.01255;http://journals.sagepub.com/doi/10.1111/1467-8721.01255;Theories of attention, too often generated from artificial laboratory experiments, may have limited validity when attention in the natural world is considered. For instance, for more than two decades, conceptualizations of “reflexive” and “volitional” shifts of spatial attention have been grounded in methodologies that do not recognize or utilize the basic fact that people routinely use the eyes of other people as rich and complex attentional cues. This fact was confirmed by our novel discovery that eyes will trigger a reflexive shift of attention even when they are presented centrally and are known to be spatially nonpredictive. This exploration of realworld attention also led to our finding that, contrary to popular wisdom, arrows, like eyes, are capable of producing reflexive shifts of attention—a discovery that brings into question much of the existing attention research. We argue that research needs to be grounded in the real world and not in experimental paradigms. It is time for cognitive psychology to reaffirm the difficult task of studying attention in a manner that has relevance to real-life situations.;2003;03/01/2019 17:54;05/02/2019 22:50;03/01/2019 17:54;176-180;;5;12;;;;;;;;;;en;;;;;Crossref;;;;"/Users/xander/Zotero/storage/ICN3XKCY/Kingstone et al. - 2003 - Attention, Researchers! It Is Time to Take a Look .pdf; /Users/xander/Zotero/storage/WQMLADAI/Kingstone et al. - 2003 - Attention, Researchers! It Is Time to Take a Look .pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YV3UC5NM;journalArticle;;;L'art du film: Une introduction - David Bordwell, Kristin Thompson - Google Livres;;;;;;;;03/01/2019 17:54;05/02/2019 22:49;;2;;;;;;;;;;;;;;;;;;Zotero;;;;"/Users/xander/Zotero/storage/TIDUY658/L'art du film Une introduction - David Bordwell, .pdf; /Users/xander/Zotero/storage/4X5Y5Y5D/L'art du film Une introduction - David Bordwell, .pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2G24TMKP;journalArticle;;Landragin, Frédéric;Perception visuelle, geste et langage dans la référence en dialogue H-M;;;;;;;;03/01/2019 17:54;05/02/2019 22:50;;25;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/XKB2DEC3/Landragin - Perception visuelle, geste et langage dans la réfé.pdf; /Users/xander/Zotero/storage/WTFIQ9Q9/Landragin - Perception visuelle, geste et langage dans la réfé.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55C3W4GN;journalArticle;;Philopsis, Pascal Dupond;Autour de la Phénoménologie de la perception;;;;;;;;03/01/2019 17:54;05/02/2019 22:51;;34;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/JIVNLXRA/Philopsis - Autour de la Phénoménologie de la perception.pdf; /Users/xander/Zotero/storage/WDFQ9WGS/Philopsis - Autour de la Phénoménologie de la perception.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FQDAF5KT;journalArticle;;"Minez, Nolwenn Le; Beylot, Pierre";Pierre Beylot, le récit audiovisuel;;;;;;;;03/01/2019 17:54;05/02/2019 22:50;;3;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/WLJL6LZL/Minez and Beylot - Pierre Beylot, le récit audiovisuel.pdf; /Users/xander/Zotero/storage/RTUIK6AC/Minez and Beylot - Pierre Beylot, le récit audiovisuel.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VEALABZ5;journalArticle;;;BT.500-8 - Methodology for the subjective assessment of the quality of television pictures;;;;;;;;03/01/2019 17:54;05/02/2019 22:49;;35;;;;;;;;;;;;;en;;;;;Zotero;;;;"/Users/xander/Zotero/storage/5NQJI53X/BT.500-8 - Methodology for the subjective assessme.pdf; /Users/xander/Zotero/storage/TIAJAN3E/BT.500-8 - Methodology for the subjective assessme.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDYXT4MV;journalArticle;;;BT.1128-2 - Subjective assessment of conventional television systems;;;;;;;;03/01/2019 17:54;05/02/2019 22:49;;5;;;;;;;;;;;;;en;;;;;Zotero;;;;"/Users/xander/Zotero/storage/94S7NPTI/BT.1128-2 - Subjective assessment of conventional .pdf; /Users/xander/Zotero/storage/HXX3GNPN/BT.1128-2 - Subjective assessment of conventional .pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MSJ9H3DS;journalArticle;2006;Silverstein, Louis D;Color Display Technology: From Pixels to Perception;;;;;;Over the past twenty-five years a diversity of color display technologies has evolved to support a wide range of applications, including television receivers, computer monitors, cell phones, PDAs, automobile dashboards, aircraft instruments, and even incar and in-flight entertainment systems. In all product categories consumers’ expectations for color display performance have grown at a rapid pace, driving the accelerated development of core display technologies, along with supporting color control algorithms and image processing methodology. In this keynote address I review the latest advances in color displays in major application markets and focus on those developments which result in enhanced functional color performance and improved image quality.;2006;03/01/2019 17:54;05/02/2019 22:51;;12;;1;21;;;;;;;;;;en;;;;;Zotero;;;;"/Users/xander/Zotero/storage/J6ZHLAUL/Silverstein - 2006 - Color Display Technology From Pixels to Perceptio.pdf; /Users/xander/Zotero/storage/TKKFE3TF/Silverstein - 2006 - Color Display Technology From Pixels to Perceptio.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PXFHM3F5;journalArticle;;"Scherer, In K R; Schorr, A; Johnstone, T";Overview, Assumptions, Varieties, Controversies;;;;;;;;03/01/2019 17:54;03/01/2019 17:54;;10;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/ADGRLZXL/Scherer et al. - Overview, Assumptions, Varieties, Controversies.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UX664D7W;bookSection;2010;Barthes, Séverine;Stylistique et séries télévisées : vers une sémiostylistique de l’écran;Stylistiques ?;978-2-7535-1054-8 978-2-7535-4704-9;;;http://books.openedition.org/pur/40072;;2010;03/01/2019 17:54;05/02/2019 22:49;03/01/2019 17:54;177-187;;;;;;Stylistique et séries télévisées;;;;;Presses universitaires de Rennes;;fr;;;;;Crossref;;DOI: 10.4000/books.pur.40072;;"/Users/xander/Zotero/storage/GTRNJFSP/Barthes - 2010 - Stylistique et séries télévisées  vers une sémios.pdf; /Users/xander/Zotero/storage/76DXIL28/Barthes - 2010 - Stylistique et séries télévisées  vers une sémios.pdf";;;;"Wulf, Judith; Bougault, Laurence";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VPR9DJBD;journalArticle;;Schmitt, Daniel;Vers une remédiation muséale à partir de l’expérience située des visiteurs;;;;;;;;03/01/2019 17:55;05/02/2019 22:51;;13;;;;;;;;;;;;;fr;;;;;Zotero;;;;"/Users/xander/Zotero/storage/SK6RYUVX/Schmitt - Vers une remédiation muséale à partir de l’expérie.pdf; /Users/xander/Zotero/storage/WL4BFUQ3/Schmitt - Vers une remédiation muséale à partir de l’expérie.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
748JZRUD;journalArticle;2014;"Schmitt, Daniel; Meyer-Chemenska, Muriel";Expériences de visite : de la transmission à la liction;La Lettre de l’OCIM;;0994-1908, 2108-646X;10.4000/ocim.1440;http://journals.openedition.org/ocim/1440;;2014;03/01/2019 17:55;05/02/2019 22:51;03/01/2019 17:55;17-23;;155;;;;Expériences de visite;;;;;;;fr;;;;;Crossref;;;;"/Users/xander/Zotero/storage/HBJW3Z5D/Schmitt and Meyer-Chemenska - 2014 - Expériences de visite  de la transmission à la li.pdf; /Users/xander/Zotero/storage/88LKIRZQ/Schmitt and Meyer-Chemenska - 2014 - Expériences de visite  de la transmission à la li.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
